name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link,tconst,poster_path,similar_movies,bb_profit,bb_profit_multiple,bb_profit_score,bb_profit_multiple_score,bb_score
Live Free or Die Hard,2007,134529403,247758744.0,382288147.0,33369559.0,3.78,110000000.0,5.6,PG-13,129.0,Action,Live Action,Contemporary Fiction,20th Century Fox,,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary,tt0337978,https://image.tmdb.org/t/p/w300_and_h450_bestv2//esB1DPeSNNbRQunQbbI3ENClqj8.jpg,"[{'name': 'The Equalizer', 'link': 'The Equalizer^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5tb6sejph4zJKC1vrkwPiA2EjXZ.jpg'}, {'name': 'The Equalizer 2', 'link': 'The Equalizer 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg'}, {'name': 'Die Hard', 'link': 'Die Hard^1988', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//aJCpHDC6RoGz7d1Fzayl019xnxX.jpg'}, {'name': 'Die Hard: With a Vengeance', 'link': 'Die Hard: With a Vengeance^1995', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7mBUd8Y6AhcdICaMnSV8UPtF8rc.jpg'}, {'name': 'Taken 2', 'link': 'Taken 2^2012', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//99duQUYHEd2r0ZWos0qhVu8mZxz.jpg'}]",272288147.0,1.0,10.670847056110627,100.0,37.46959293927744
Wanted,2008,134508551,207907909.0,342416460.0,50927085.0,3.78,75000000.0,5.1,R,110.0,Action,Live Action,Science Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Wanted-(2008)#tab=summary,tt0493464,https://image.tmdb.org/t/p/w300_and_h450_bestv2//rTvUr2ESdZ1Ht5zNbgUNmNEHyUT.jpg,"[{'name': 'The Equalizer', 'link': 'The Equalizer^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5tb6sejph4zJKC1vrkwPiA2EjXZ.jpg'}, {'name': 'The Equalizer 2', 'link': 'The Equalizer 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg'}, {'name': 'The Green Hornet', 'link': 'The Green Hornet^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//rTU8mxFJasWIiG73GTmwHQy24Ir.jpg'}]",267416460.0,1.0,10.479927886638874,100.0,37.33594952064721
Identity Thief,2013,134506920,40854658.0,175361578.0,34551025.0,3.78,35000000.0,7.8,R,147.0,Comedy,Live Action,Contemporary Fiction,Universal Pictures,"Identity Thief is an all-star comedy in which a regular guy is forced to extreme measures to clear his name. With everything to lose after his identity is stolen, he'll find out how crazed you can get trying to settle a bad credit score. Unlimited funds have allowed Diana to live it up on the outskirts of Orlando, where the queen of retail buys whatever strikes her fancy. There's only one glitch: The ID she's using to finance these sprees reads ""Sandy Bigelow Patterson""... and it belongs to an accounts rep who lives halfway across the U.S. With only one week to hunt down the con artist before his world implodes, the real Sandy Bigelow Patterson heads south to confront the woman with an all-access pass to his life. And as he attempts to bribe, coax and wrangle her the 2,000 miles to Denver, one easy target will discover just how tough it is to get your name back. ",https://www.the-numbers.com/movie/Identity-Thief#tab=summary,tt2024432,https://image.tmdb.org/t/p/w300_and_h450_bestv2//lIliJCGoWT6tEVaDivLpXEf038w.jpg,"[{'name': ""Let's Be Cops"", 'link': ""Let's Be Cops^2014"", 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//37ZmVFhZFh0JkdpzMXSQpofNRcq.jpg'}, {'name': 'Jack Reacher', 'link': 'Jack Reacher^2012', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zlyhKMi2aLk25nOHnNm43MpZMtQ.jpg'}, {'name': 'Beverly Hills Cop II', 'link': 'Beverly Hills Cop II^1987', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2QiIvtVltUJPKyx5qP2hAtVcjey.jpg'}]",140361578.0,1.0,5.5007055866899055,100.0,33.850493910682935
Superman,1978,134218018,165981982.0,300200000.0,7465343.0,3.78,55000000.0,3.6,,,,,,,,https://www.the-numbers.com/movie/Superman#tab=summary,tt0078346,https://image.tmdb.org/t/p/w300_and_h450_bestv2//pyRc5TSuKS3jWLLbIoOyjqeLv6i.jpg,"[{'name': 'Superman Returns', 'link': 'Superman Returns^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6ZYOpyhFZrAQIe1BuhqVgzfAdGZ.jpg'}, {'name': 'Man of Steel', 'link': 'Man of Steel^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg'}, {'name': 'Fantastic Four', 'link': 'Fantastic Four^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//8HLQLILZLhDQWO6JDpvY6XJLH75.jpg'}, {'name': 'Captain Marvel', 'link': 'Captain Marvel^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg'}, {'name': 'Batman Forever', 'link': 'Batman Forever^1995', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//k6EQ2OewzjF8TcPgok9wxpPAgXW.jpg'}]",245200000.0,1.0,9.609275052866424,100.0,36.72649253700649
Ride Along,2014,134202565,19531235.0,153733800.0,41516170.0,3.78,25000000.0,7.5,PG-13,100.0,Comedy,Live Action,Contemporary Fiction,Cube Vision," When a fast-talking guy joins his girlfriend's brother—a hot-tempered cop—to patrol the streets of Atlanta, he gets entangled in the officer's latest case. Now, in order to prove that he deserves his future bride, he must survive the most insane 24 hours of his life. For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it. ",https://www.the-numbers.com/movie/Ride-Along#tab=summary,tt1408253,https://image.tmdb.org/t/p/w300_and_h450_bestv2//ihKj5zsdkbm8FQ0IsOpAaaqPGX7.jpg,"[{'name': 'Ride Along 2', 'link': 'Ride Along 2^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2433Vt8xuDnAIDAJTNx6DEtf9Qb.jpg'}]",128733800.0,1.0,5.045018323004468,100.0,33.531512826103125
The Rock,1996,134069511,202000000.0,336069511.0,25069525.0,3.78,75000000.0,8.9,,,,,,,,https://www.the-numbers.com/movie/Rock-The#tab=summary,tt0117500,https://image.tmdb.org/t/p/w300_and_h450_bestv2//c6WuCykIy8GAsitJOTk1DEga1ML.jpg,"[{'name': 'Godzilla', 'link': 'Godzilla^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6R0xEIeXpOJt3vg1SsQuJkOKBWu.jpg'}, {'name': 'Hulk', 'link': 'Hulk^2003', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg'}, {'name': 'Face/Off', 'link': 'Face/Off^1997', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//aYZDYdiMym5xEkSs4BrJMXFdZ9g.jpg'}, {'name': ""Big Momma's House"", 'link': ""Big Momma's House^2000"", 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//bdQWMjBOzoyXAOGKW4GYj8LM1oa.jpg'}, {'name': 'Die Hard: With a Vengeance', 'link': 'Die Hard: With a Vengeance^1995', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7mBUd8Y6AhcdICaMnSV8UPtF8rc.jpg'}]",261069511.0,1.0,10.231193878941014,100.0,37.16183571525871
Grown Ups 2,2013,133668525,113355283.0,247023808.0,41508572.0,3.78,80000000.0,5.8,PG-13,100.0,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,"Lenny  has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",https://www.the-numbers.com/movie/Grown-Ups-2#tab=summary,tt2191701,https://image.tmdb.org/t/p/w300_and_h450_bestv2//5vLeJchL3zosBj10CJP1h54xyBs.jpg,[],167023808.0,1.0,6.545586098895398,100.0,34.58191026922678
Mission: Impossible III,2006,133501348,265886397.0,399387745.0,47743273.0,3.78,150000000.0,5.4,PG-13,126.0,Action,Live Action,Contemporary Fiction,Cruise-Wagner,,https://www.the-numbers.com/movie/Mission-Impossible-III#tab=summary,tt0317919,https://image.tmdb.org/t/p/w300_and_h450_bestv2//5l0hS4A119jCA1A02XsFZHq1uRD.jpg,"[{'name': 'The Equalizer 2', 'link': 'The Equalizer 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg'}, {'name': 'G.I. Joe: The Rise of Cobra', 'link': 'G.I. Joe: The Rise of Cobra^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//mc9b25IAprHfsaOz0wTshOwGHcY.jpg'}, {'name': 'Mission: Impossible', 'link': 'Mission: Impossible^1996', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lirMXnE7NoVLDr3qeqf48fR1mk4.jpg'}, {'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'Salt', 'link': 'Salt^2010', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ppXyhOe8UCEOrBRSYqE3SkHwrcR.jpg'}]",249387745.0,1.0,9.773390850404214,100.0,36.841373595282946
Angels & Demons,2009,133375846,357500000.0,490875846.0,46204168.0,3.78,150000000.0,5.8,PG-13,138.0,Thriller/Suspense,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary,tt0808151,https://image.tmdb.org/t/p/w300_and_h450_bestv2//uRBapeuwV8yy4in4BkETHBDmWkH.jpg,"[{'name': 'The Da Vinci Code', 'link': 'The Da Vinci Code^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6jexEWBXepwB1ZLpCEllI04Agrb.jpg'}, {'name': 'The Hunger Games: Catching Fire', 'link': 'The Hunger Games: Catching Fire^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7c1JtraYsjMMnk8Md0IMoyRzqZJ.jpg'}, {'name': ""The General's Daughter"", 'link': ""The General's Daughter^1999"", 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lLbTV7SwFFxZ1qZsIDvHf2c31NC.jpg'}, {'name': 'Maze Runner: The Scorch Trials', 'link': 'Maze Runner: The Scorch Trials^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg'}, {'name': 'The Hunger Games: Mockingjay - Part 1', 'link': 'The Hunger Games: Mockingjay - Part 1^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg'}]",340875846.0,1.0,13.358767386184898,100.0,39.35113717032943
Troy,2004,133298577,349853463.0,483152040.0,46865412.0,3.78,150000000.0,5.5,R,162.0,Action,Live Action,Historical Fiction,Radiant Productions,,https://www.the-numbers.com/movie/Troy#tab=summary,tt0332452,https://image.tmdb.org/t/p/w300_and_h450_bestv2//kWj4RJzZeJGeyGA3DVGQiNkUjkt.jpg,"[{'name': 'Clash of the Titans', 'link': 'Clash of the Titans^2010', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//nzaolaRSo8ZIGjxnX89PEnpROae.jpg'}, {'name': 'Wrath of the Titans', 'link': 'Wrath of the Titans^2012', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//oYYLGGLEXgpqmbaL1da02qibY1S.jpg'}, {'name': 'Peter Pan', 'link': 'Peter Pan^1953', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6UTZmeQcxbtW32MyR5nKIx7ID4f.jpg'}]",333152040.0,1.0,13.056074986882368,100.0,39.139252490817654
Alvin and the Chipmunks: Chipwrecked,2011,133107389,215981134.0,349088523.0,23244744.0,3.78,80000000.0,6.7,G,87.0,Adventure,Animation/Live Action,Kids Fiction,Fox 2000 Pictures,"The vacationing Chipmunks and Chipettes turn a luxury cruise liner into their personal playground, until they become ""chipwrecked"" on a remote island.xc3x82xc2xa0 As the 'Munks and Chipettes scheme to find their way home, they accidentally discover their new turf is not as deserted as it seems. ",https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary,tt1615918,https://image.tmdb.org/t/p/w300_and_h450_bestv2//jm2cEy9A8EIvTcUHcNqGPEbN2lo.jpg,"[{'name': 'Hotel Transylvania 3: Summer Vacation', 'link': 'Hotel Transylvania 3: Summer Vacation^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gjAFM4xhA5vyLxxKMz38ujlUfDL.jpg'}, {'name': 'Alvin and the Chipmunks', 'link': 'Alvin and the Chipmunks^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fONOOf3RmWnCKFwSl9e0z61KlZs.jpg'}, {'name': 'Alvin and the Chipmunks: The Squeakquel', 'link': 'Alvin and the Chipmunks: The Squeakquel^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//8mdPqOga5fty15nXmaNcK1fsNMa.jpg'}, {'name': 'Alvin and the Chipmunks: The Road Chip', 'link': 'Alvin and the Chipmunks: The Road Chip^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//w28T1UfscIYUl9V8yLugdoJg5Z6.jpg'}, {'name': 'The Poseidon Adventure', 'link': 'The Poseidon Adventure^1972', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6RGiA5BfhelU9zoD0b1GAG4GWWf.jpg'}]",269088523.0,1.0,10.54545526540201,100.0,37.381818685781404
Bringing Down the House,2003,132675402,32000000.0,164675402.0,31101026.0,3.78,20000000.0,8.8,,,,,,,,https://www.the-numbers.com/movie/Bringing-Down-the-House#tab=summary,tt0305669,https://image.tmdb.org/t/p/w300_and_h450_bestv2//eFWjjHtUBA94jwZPU4n8wbQIMis.jpg,"[{'name': 'Con Air', 'link': 'Con Air^1997', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7PCCWBSparK5fquZtg9DMr8JIAm.jpg'}, {'name': 'The Longest Yard', 'link': 'The Longest Yard^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//nbKcVBcxF96ARW2oKHqDYAcLdu.jpg'}, {'name': 'The Lone Ranger', 'link': 'The Lone Ranger^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//b2je2ZybNIzAOL1K1WPbbT6zt2M.jpg'}]",144675402.0,1.0,5.669762362161587,100.0,33.96883365351311
The Wolverine,2013,132556852,283900000.0,416456852.0,53113752.0,3.78,115000000.0,4.7,PG-13,126.0,Action,Live Action,Super Hero,20th Century Fox,,https://www.the-numbers.com/movie/Wolverine-The#tab=summary,tt1430132,https://image.tmdb.org/t/p/w300_and_h450_bestv2//fvNIRADfDNihVNWx2JvBsaPYUow.jpg,"[{'name': 'X-Men: Apocalypse', 'link': 'X-Men: Apocalypse^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg'}, {'name': 'Deadpool 2', 'link': 'Deadpool 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//to0spRl1CMDvyUbOnbb4fTk3VAd.jpg'}, {'name': 'Captain Marvel', 'link': 'Captain Marvel^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg'}, {'name': 'Logan', 'link': 'Logan^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fnbjcRDYn6YviCcePDnGdyAkYsB.jpg'}, {'name': 'Wonder Woman', 'link': 'Wonder Woman^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gfJGlDaHuWimErCr5Ql0I8x9QSy.jpg'}]",301456852.0,1.0,11.813955169001817,100.0,38.26976861830127
Wonder,2017,132422809,180332406.0,312755215.0,27547866.0,3.78,20000000.0,6.5,PG,113.0,Drama,Live Action,Dramatization,Participant Media,"The story of August Pullman, born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade.  As his family, his new classmates, and the larger community all struggle to discover their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out.",https://www.the-numbers.com/movie/Wonder-(2017)#tab=summary,tt2543472,https://image.tmdb.org/t/p/w300_and_h450_bestv2//ouYgAatYH4JzIThj6FI3UYf31RI.jpg,"[{'name': 'Bridge to Terabithia', 'link': 'Bridge to Terabithia^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//3xFxGodKPMFLheS8rujFSmLfcq4.jpg'}, {'name': 'Bad Teacher', 'link': 'Bad Teacher^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zpIY4qUSX91J9XpPgr0hFrk1eKr.jpg'}, {'name': 'It', 'link': 'It^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg'}]",292755215.0,1.0,11.472942023230205,100.0,38.031059416261144
The Departed,2006,132384315,157276304.0,289660619.0,26887467.0,3.78,90000000.0,8.7,R,151.0,Drama,Live Action,Contemporary Fiction,Initial Entertainment Group,,https://www.the-numbers.com/movie/Departed-The#tab=summary,tt0407887,https://image.tmdb.org/t/p/w300_and_h450_bestv2//jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg,[],199660619.0,1.0,7.8246076884036215,100.0,35.47722538188253
Hulk,2003,132177234,112898200.0,245075434.0,62128420.0,3.78,137000000.0,4.6,PG-13,138.0,Action,Live Action,Super Hero,Universal Pictures,,https://www.the-numbers.com/movie/Hulk#tab=summary,tt0286716,https://image.tmdb.org/t/p/w300_and_h450_bestv2//qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg,"[{'name': 'The Incredible Hulk', 'link': 'The Incredible Hulk^2008', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//vcFeElC8eXI668WSIxcDNkJSBxv.jpg'}, {'name': 'Spider-Man 2', 'link': 'Spider-Man 2^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//olxpyq9kJAZ2NU1siLshhhXEPR7.jpg'}, {'name': 'Doctor Strange', 'link': 'Doctor Strange^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gwi5kL7HEWAOTffiA14e4SbOGra.jpg'}, {'name': 'Fantastic Four', 'link': 'Fantastic Four^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//8HLQLILZLhDQWO6JDpvY6XJLH75.jpg'}, {'name': 'Thor', 'link': 'Thor^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg'}]",108075434.0,1.0,4.235426475383001,100.0,32.9647985327681
Silver Linings Playbook,2012,132092958,104319495.0,236412453.0,443003.0,3.78,21000000.0,10.4,R,122.0,Drama,Live Action,Contemporary Fiction,Weinstein Company,"Pat Solitano has lost everything—his house, his job, and his wife. He now finds himself living back with his mother and father after spending eight months in a state institution on a plea bargain. Pat is determined to rebuild his life, remain positive and reunite with his wife, despite the challenging circumstances of their separation. All Pat's parents want is for him to get back on his feet—and to share their family's obsession with the Philadelphia Eagles football team. When Pat meets Tiffany, a mysterious girl with problems of her own, things get complicated. Tiffany offers to help Pat reconnect with his wife, but only if he'll do something very important for her in return. As their deal plays out, an unexpected bond begins to form between them, and silver linings appear in both of their lives.",https://www.the-numbers.com/movie/Silver-Linings-Playbook#tab=summary,tt1045658,https://image.tmdb.org/t/p/w300_and_h450_bestv2//y7iOVneBvITlBdhy6tVqXVOa1Js.jpg,"[{'name': ""One Flew Over the Cuckoo's Nest"", 'link': ""One Flew Over the Cuckoo's Nest^1975"", 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//yMgm27NWJsNblsE6Y0px7NtUBl8.jpg'}, {'name': 'The Princess Diaries', 'link': 'The Princess Diaries^2001', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//wA4lgl8gmoICSShviCkEB61nIBB.jpg'}, {'name': 'World War Z', 'link': 'World War Z^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg'}, {'name': 'Black Swan', 'link': 'Black Swan^2010', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//rH19vkjAzCZ0HIUvrgB3rowm68h.jpg'}, {'name': 'The Fault in Our Stars', 'link': 'The Fault in Our Stars^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//clmvI4B5JB2ToPGtiHodaLMFaoM.jpg'}]",215412453.0,1.0,8.441914807054083,100.0,35.90934036493786
Minority Report,2002,132024714,226800000.0,358824714.0,35677125.0,3.78,102000000.0,6.1,PG-13,144.0,Action,Live Action,Science Fiction,20th Century Fox,,https://www.the-numbers.com/movie/Minority-Report#tab=summary,tt0181689,https://image.tmdb.org/t/p/w300_and_h450_bestv2//q8dbg0WhfbCJDCrfXWTOzJoVDnV.jpg,[],256824714.0,1.0,10.064842239803239,100.0,37.045389567862266
The Last Airbender,2010,131772187,187941694.0,319713881.0,40325019.0,3.78,150000000.0,4.6,PG,103.0,Adventure,Live Action,Fantasy,Paramount Pictures,The adventures of the successor to a long line of Avatars who must put aside his irresponsible ways to save the world.,https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary,tt0938283,https://image.tmdb.org/t/p/w300_and_h450_bestv2//zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,"[{'name': 'Shrek 2', 'link': 'Shrek 2^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2yYP0PQjG8zVqturh1BAqu2Tixl.jpg'}, {'name': 'Cinderella', 'link': 'Cinderella^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//iH4C837ZWm8IYqULL3PWyGKVtqY.jpg'}, {'name': 'Shrek the Third', 'link': 'Shrek the Third^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//jaNe16gE9zdAYyVwRqmlmRKshHm.jpg'}, {'name': 'Frozen II', 'link': 'Frozen II^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//pjeMs3yqRmFL3giJy4PMXWZTTPa.jpg'}, {'name': 'The Little Mermaid', 'link': 'The Little Mermaid^1989', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6aXMusULuKFAK0ZRUlv7RJ9zHTc.jpg'}]",169713881.0,1.0,6.651008820629857,100.0,34.6557061744409
Rio 2,2014,131538435,361307856.0,492846291.0,39327869.0,3.78,130000000.0,6.6,G,101.0,Adventure,Digital Animation,Kids Fiction,20th Century Fox Animation,"It's a jungle out there for Blu, Jewel and their three kids, after they're hurtled from that magical city to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all xc3xa2xc2x80xc2x93 his father-in-law.",https://www.the-numbers.com/movie/Rio-2#tab=summary,tt2357291,https://image.tmdb.org/t/p/w300_and_h450_bestv2//urFzh1shUnJCzc6eI7MqV4RsJWP.jpg,"[{'name': 'Rio', 'link': 'Rio^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//nQwLqNwEpnibu5TDaQx66UJ3gKX.jpg'}]",362846291.0,1.0,14.219779005429897,100.0,39.953845303800925
Lara Croft: Tomb Raider,2001,131144183,142186002.0,273330185.0,47735743.0,3.78,94000000.0,6.0,PG-13,100.0,Adventure,Live Action,Contemporary Fiction,Paramount Pictures,,https://www.the-numbers.com/movie/Lara-Croft-Tomb-Raider#tab=summary,tt0146316,https://image.tmdb.org/t/p/w300_and_h450_bestv2//sJpl1EfHGZhbKtZ3fWTlwrpM1tH.jpg,"[{'name': 'Indiana Jones and the Last Crusade', 'link': 'Indiana Jones and the Last Crusade^1989', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg'}, {'name': 'Raiders of the Lost Ark', 'link': 'Raiders of the Lost Ark^1981', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//awUGN7ZCNq2EUTdpVaHDX23anOZ.jpg'}, {'name': 'Indiana Jones and the Temple of Doom', 'link': 'Indiana Jones and the Temple of Doom^1984', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//pbaXm7FAdmdvyEzQue1BRpuz2Vq.jpg'}, {'name': 'National Treasure', 'link': 'National Treasure^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//20MSnfTICmwvAs2YJTqcSTjwBDc.jpg'}, {'name': 'National Treasure: Book of Secrets', 'link': 'National Treasure: Book of Secrets^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xxoIBbvmTj1ZttzV439jAvoovTw.jpg'}]",179330185.0,1.0,7.027867344805956,100.0,34.91950714136417
The Silence of the Lambs,1991,130726716,145000000.0,275726716.0,13766814.0,3.78,20000000.0,15.5,R,118.0,Thriller/Suspense,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The#tab=summary,tt0102926,https://image.tmdb.org/t/p/w300_and_h450_bestv2//rplLJ2hPcOQmkFhTqUte0MkEaO2.jpg,[],255726716.0,1.0,10.021812203957001,100.0,37.0152685427699
"Honey, I Shrunk the Kids",1989,130724172,91975828.0,222700000.0,14262961.0,3.78,,9.5,PG,86.0,Adventure,Live Action,Science Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Honey-I-Shrunk-the-Kids#tab=summary,tt0097523,https://image.tmdb.org/t/p/w300_and_h450_bestv2//o8IHlamxBSYxadXwWZGIcSFCXV4.jpg,"[{'name': 'Ant-Man and the Wasp', 'link': 'Ant-Man and the Wasp^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//eivQmS3wqzqnQWILHLc4FsEfcXP.jpg'}, {'name': 'Ant-Man', 'link': 'Ant-Man^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fddtVEUozxvLmehR5yGZjem44pD.jpg'}, {'name': ""A Bug's Life"", 'link': ""A Bug's Life^1998"", 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg'}, {'name': 'Back to the Future', 'link': 'Back to the Future^1985', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7lyBcpYB0Qt8gYhXYaEZUNlNQAv.jpg'}]",,1.0,,100.0,
